OrderID,CustomerID,ProductName,Category,Quantity,UnitPrice,OrderDate,City,PaymentMethod,Discount
10066,1151,Joystick,Gaming,5,790.8,2025-02-23,Torino,Bonifico,23.0
10067,1155,Tablet,Elettronica,10,654.47,2025-11-28,Bologna,,28.0
10068,1184,Tablet,Elettronica,3,197.93,2025-06-19,Palermo,PayPal,36.0
10069,1082,Cuffie Gaming,Gaming,4,740.14,2025-03-12,Roma,Bonifico,35.0
10070,1030,Felpa,Abbigliamento,8,417.29,2025-07-04,Napoli,Contrassegno,20.0
10071,1138,Romanzo,Libri,-1,185.07,2025-10-02,Palermo,,11.0
10072,1129,Giacca,Abbigliamento,3,968.71,2025-09-21,Napoli,Contrassegno,0.0
10073,1068,Felpa,Abbigliamento,7,347.36,2025-09-22,Firenze,Bonifico,38.0
10074,1178,Bicicletta,Sport,9,497.34,2025-04-19,Roma,Carta,1.0
10075,1192,Thriller,Libri,7,613.54,2025-10-11,Palermo,Contrassegno,22.0
10076,1102,Laptop,Elettronica,4,428.39,2025-01-30,Bari,Contrassegno,11.0
10077,1155,Manubri,Sport,7,275.62,2025-01-05,,PayPal,2.0
10078,1002,Joystick,Gaming,2,799.14,2025-11-18,Firenze,Carta,35.0
10079,1154,Giacca,Abbigliamento,6,658.85,2025-06-14,Bologna,Contrassegno,36.0
10080,1051,Laptop,Elettronica,4,157.57,2025-08-19,Napoli,Carta,11.0
10081,1160,Cuffie Gaming,Gaming,10,827.87,2025-08-03,Milano,Carta,21.0
10082,1130,Joystick,Gaming,10,351.18,2025-05-03,Palermo,Bonifico,40.0
10083,1060,Romanzo,Libri,6,466.28,2025-11-11,Napoli,Contrassegno,31.0
10084,1052,Lampada,Casa,1,902.87,2025-10-23,Bologna,PayPal,31.0
10085,1051,Laptop,Elettronica,6,938.57,2025-12-03,Firenze,PayPal,21.0
10086,1193,Aspirapolvere,Casa,9,644.85,2025-10-09,Bari,Contrassegno,6.0
10087,1030,Thriller,Libri,10,24.98,2025-06-22,Bologna,Contrassegno,12.0
10088,1200,Tostapane,Casa,7,898.74,2025-05-04,Firenze,PayPal,33.0
10089,1031,Cuffie Gaming,Gaming,5,583.91,2025-12-20,Firenze,Bonifico,4.0
10090,1126,Aspirapolvere,Casa,8,28.26,2025-11-12,Milano,Contrassegno,18.0
10091,1085,Felpa,Abbigliamento,3,703.11,2025-08-27,Bari,,11.0
10092,1040,Tostapane,Casa,3,997.51,2025-07-05,Palermo,Contrassegno,38.0
10093,1100,Monitor,Elettronica,7,261.66,2025-08-20,Napoli,Carta,16.0
10094,1088,Cuffie Gaming,Gaming,10,335.16,2025-11-22,Torino,,14.0
10095,1091,Jeans,Abbigliamento,2,821.98,2025-12-07,Palermo,Carta,2.0
10096,1195,Aspirapolvere,Casa,6,947.94,2025-09-05,Napoli,Bonifico,-10.0
10097,1064,Thriller,Libri,10,234.18,2025-06-02,,Carta,10.0
10098,1061,Giacca,Abbigliamento,9,919.88,2025-02-07,Napoli,PayPal,
10099,1069,Bicicletta,Sport,7,423.13,2025-05-07,Palermo,Carta,9.0
10100,1119,Monitor,Elettronica,10,756.76,2025-09-05,Palermo,PayPal,13.0
10101,1157,Felpa,Abbigliamento,1,469.73,2025-10-17,Bologna,,18.0
10102,1062,Giacca,Abbigliamento,4,453.66,2025-07-02,,PayPal,9.0
10103,1108,Thriller,Libri,1,854.31,2025-03-14,Milano,Carta,16.0
10104,1077,Lampada,Casa,6,638.31,2025-06-26,Milano,Carta,3.0
10105,1108,Romanzo,Libri,1,270.48,2025-12-13,Firenze,Contrassegno,7.0
10106,1129,Tapis Roulant,Sport,9,900.17,2025-04-01,Palermo,Carta,34.0
10107,1030,Giacca,Abbigliamento,2,163.44,2025-02-16,Bari,Contrassegno,6.0
10108,1002,Manuale Python,Libri,4,316.61,2025-04-29,Bologna,Contrassegno,14.0
10109,1135,Jeans,Abbigliamento,8,31.85,2025-06-22,Torino,Bonifico,6.0
10110,1053,Manubri,Sport,2,921.69,2025-03-06,Torino,Bonifico,21.0
10111,1063,Manuale Python,Libri,8,941.85,2025-03-14,Bari,Contrassegno,31.0
10112,1001,Console,Gaming,3,194.36,2025-01-19,Roma,Carta,31.0
10113,1138,Tapis Roulant,Sport,8,226.04,2025-11-21,Bologna,Contrassegno,39.0
10114,1102,Cuffie Gaming,Gaming,8,683.0,2025-10-13,Roma,Bonifico,19.0
10115,1123,Tostapane,Casa,4,593.61,2025-03-04,Bari,PayPal,4.0
10116,1075,Felpa,Abbigliamento,7,403.22,2025-06-26,Palermo,PayPal,6.0
10117,1159,Cuffie Gaming,Gaming,4,709.31,2025-06-01,Firenze,Carta,29.0
10118,1016,Cuffie Gaming,Gaming,3,684.18,2025-12-16,Roma,Bonifico,17.0
10119,1161,Tablet,Elettronica,3,911.53,2025-02-25,Bari,PayPal,34.0
10120,1185,Joystick,Gaming,1,356.66,2025-04-02,Bologna,Bonifico,15.0
10121,1049,Manuale Python,Libri,4,242.99,2025-09-15,Roma,Carta,24.0
10122,1033,Jeans,Abbigliamento,3,466.1,2025-05-24,Napoli,PayPal,14.0
10123,1092,Thriller,Libri,2,204.81,2025-05-22,Firenze,Bonifico,
10124,1200,Romanzo,Libri,8,182.34,2025-05-20,Palermo,PayPal,18.0
10125,1063,Aspirapolvere,Casa,3,80.92,2025-10-20,Milano,PayPal,22.0
10126,1153,Thriller,Libri,10,892.99,2025-03-31,Bologna,PayPal,14.0
10127,1050,Monitor,Elettronica,8,642.1,2025-06-05,Firenze,Contrassegno,8.0
10128,1090,Tapis Roulant,Sport,7,34.76,2025-02-19,Milano,Carta,7.0
10129,1059,Manuale Python,Libri,4,44.68,2025-09-22,Bologna,PayPal,21.0
10130,1142,Cuffie Gaming,Gaming,10,777.38,2025-11-13,Roma,Bonifico,26.0
10131,1145,Thriller,Libri,6,679.37,2025-04-24,Palermo,PayPal,
10132,1033,Manuale Python,Libri,1,385.25,2025-04-21,Roma,Contrassegno,22.0
10133,1150,Bicicletta,Sport,2,220.94,2025-09-29,Palermo,Contrassegno,40.0
10134,1183,Jeans,Abbigliamento,8,658.21,2025-07-08,Palermo,PayPal,18.0
10135,1017,Cuffie Gaming,Gaming,5,711.06,2025-02-15,Milano,PayPal,27.0
10136,1187,Cuffie Gaming,Gaming,3,735.12,2025-02-21,Roma,Contrassegno,1.0
10137,1166,Tostapane,Casa,3,915.16,2025-06-09,,Bonifico,14.0
10138,1026,Jeans,Abbigliamento,2,820.18,2025-03-12,Bologna,Contrassegno,16.0
10139,1198,Thriller,Libri,3,805.92,2025-08-04,Bologna,Carta,5.0
10140,1139,Lampada,Casa,5,95.99,2025-06-17,,Carta,20.0
10141,1070,Tostapane,Casa,7,718.2,2025-11-21,Firenze,Contrassegno,9.0
10142,1024,Romanzo,Libri,3,686.01,2025-11-23,Palermo,PayPal,19.0
10143,1022,Bicicletta,Sport,8,789.1,2025-09-09,Milano,Contrassegno,8.0
10144,1109,Lampada,Casa,7,472.66,2025-07-01,Napoli,PayPal,9.0
10145,1033,Bicicletta,Sport,3,232.91,2025-10-03,Napoli,Contrassegno,34.0
10146,1155,Jeans,Abbigliamento,4,188.29,2025-12-14,Bologna,Contrassegno,6.0
10147,1066,Giacca,Abbigliamento,3,782.39,2025-09-22,Bari,PayPal,13.0
10148,1152,Felpa,Abbigliamento,6,987.12,2025-11-24,Palermo,Contrassegno,2.0
10149,1115,Monitor,Elettronica,3,256.61,2025-12-10,Milano,Bonifico,9.0
10150,1131,Aspirapolvere,Casa,7,91.05,2025-02-11,Bari,Carta,12.0
10151,1034,Tostapane,Casa,3,379.43,2025-01-20,Palermo,Bonifico,0.0
10152,1020,Lampada,Casa,10,790.98,2025-06-25,Napoli,PayPal,8.0
10153,1038,Manubri,Sport,10,342.37,2025-10-24,Palermo,Carta,37.0
10154,1085,Romanzo,Libri,10,425.84,2025-12-20,Bologna,PayPal,31.0
10155,1113,Manuale Python,Libri,9,151.63,2025-11-19,Firenze,Contrassegno,2.0
10156,1168,Monitor,Elettronica,10,229.78,2025-05-20,Bologna,Carta,36.0
10157,1041,Jeans,Abbigliamento,4,548.26,2025-07-05,Firenze,Bonifico,28.0
10158,1018,Bicicletta,Sport,6,762.8,2025-08-31,Firenze,PayPal,15.0
10159,1156,Thriller,Libri,1,283.93,2025-05-15,Milano,Contrassegno,38.0
10160,1078,Romanzo,Libri,2,343.86,2025-01-05,Palermo,Bonifico,25.0
10161,1122,Cuffie Gaming,Gaming,4,694.8,2025-02-06,Palermo,PayPal,4.0
10162,1188,Aspirapolvere,Casa,8,426.1,2025-08-10,Napoli,PayPal,33.0
10163,1138,Giacca,Abbigliamento,4,207.7,2025-01-28,Bologna,Bonifico,23.0
10164,1072,Cuffie Gaming,Gaming,6,487.72,2025-05-14,Roma,PayPal,29.0
10165,1180,Thriller,Libri,3,902.51,2025-07-24,Napoli,PayPal,0.0
10166,1129,Joystick,Gaming,2,407.35,2025-06-22,Palermo,PayPal,9.0
10167,1152,Monitor,Elettronica,1,50.76,2025-09-20,Bologna,PayPal,5.0
10168,1153,Manuale Python,Libri,3,87.75,2025-10-03,Torino,Contrassegno,10.0
10169,1038,Manubri,Sport,7,239.27,2025-10-17,Roma,Contrassegno,31.0
10170,1059,Felpa,Abbigliamento,4,666.43,2025-06-15,Napoli,Carta,13.0
10171,1045,Thriller,Libri,3,144.2,2025-09-12,Roma,PayPal,18.0
10172,1107,Manubri,Sport,7,221.61,2025-02-22,Milano,PayPal,26.0
10173,1117,Tablet,Elettronica,10,392.0,2025-04-09,Milano,,4.0
10174,1188,Tapis Roulant,Sport,7,668.45,2025-04-28,Palermo,PayPal,22.0
10175,1008,Tablet,Elettronica,4,222.74,2025-07-06,,Carta,19.0
10176,1070,Aspirapolvere,Casa,7,984.84,2025-03-14,Firenze,Carta,34.0
10177,1177,Jeans,Abbigliamento,1,91.76,2025-09-04,Napoli,PayPal,
10178,1139,Tapis Roulant,Sport,9,179.54,2025-01-29,Firenze,PayPal,37.0
10179,1110,Tablet,Elettronica,4,395.62,2025-09-12,Roma,Carta,
10180,1149,Cuffie Gaming,Gaming,7,975.54,2025-05-07,Napoli,PayPal,9.0
10181,1180,Tapis Roulant,Sport,1,159.23,2025-08-03,Bari,PayPal,34.0
10182,1152,Tostapane,Casa,2,489.94,2025-12-04,Torino,PayPal,2.0
10183,1186,Console,Gaming,7,953.22,2025-02-01,Napoli,PayPal,25.0
10184,1014,Felpa,Abbigliamento,5,418.68,2025-05-31,Milano,PayPal,22.0
10185,1155,Tostapane,Casa,8,237.8,2025-02-22,Roma,Carta,38.0
10186,1021,Console,Gaming,1,181.31,2025-03-14,Roma,Contrassegno,30.0
10187,1034,Bicicletta,Sport,5,996.56,2025-04-19,Firenze,PayPal,35.0
10188,1013,Tostapane,Casa,4,141.34,2025-01-04,Milano,Carta,30.0
10189,1078,Manuale Python,Libri,6,766.3,2025-11-20,Firenze,Contrassegno,20.0
10190,1076,Cuffie Gaming,Gaming,4,952.89,2025-02-01,Bari,Bonifico,8.0
10191,1056,Manubri,Sport,4,18.08,2025-05-13,Napoli,PayPal,34.0
10192,1005,Bicicletta,Sport,8,990.57,2025-09-04,Bari,Contrassegno,14.0
10193,1076,Console,Gaming,5,765.79,2025-01-24,Palermo,Contrassegno,1.0
10194,1021,Jeans,Abbigliamento,4,920.85,2025-01-24,Palermo,PayPal,27.0
10195,1065,Felpa,Abbigliamento,4,603.75,2025-04-30,Palermo,Carta,18.0
10196,1061,Cuffie Gaming,Gaming,9,217.86,2025-09-23,Bologna,PayPal,7.0
10197,1054,Manubri,Sport,2,461.5,2025-11-22,Palermo,Carta,9.0
10198,1119,Romanzo,Libri,4,18.06,2025-06-30,Bari,Contrassegno,29.0
10199,1049,Manubri,Sport,8,446.34,2025-09-09,,Bonifico,34.0
10200,1106,Bicicletta,Sport,8,49.61,2025-02-26,Firenze,Carta,37.0
10201,1155,Thriller,Libri,7,647.21,2025-01-19,Napoli,PayPal,35.0
10202,1011,Cuffie Gaming,Gaming,4,222.96,2025-12-21,Torino,PayPal,39.0
10203,1119,Tostapane,Casa,2,504.68,2025-12-01,Bologna,Bonifico,4.0
10204,1128,Console,Gaming,10,225.41,2025-08-30,Palermo,Carta,33.0
10205,1023,Tapis Roulant,Sport,9,593.47,2025-02-06,Roma,Contrassegno,31.0
10206,1049,Jeans,Abbigliamento,4,980.34,2025-01-28,Roma,Bonifico,6.0
10207,1073,Joystick,Gaming,3,305.81,2025-10-12,Bologna,Bonifico,
10208,1012,Giacca,Abbigliamento,9,433.65,2025-07-23,Napoli,Bonifico,0.0
10209,1058,Console,Gaming,10,316.3,2025-05-20,Bari,PayPal,7.0
10210,1134,Console,Gaming,3,437.14,2025-09-05,Palermo,Contrassegno,
10211,1066,Laptop,Elettronica,10,277.63,2025-04-11,,Contrassegno,18.0
10212,1072,Manubri,Sport,-1,914.69,2025-08-07,Firenze,Contrassegno,
10213,1111,Jeans,Abbigliamento,3,468.87,2025-03-10,Roma,PayPal,0.0
10214,1070,Thriller,Libri,2,367.36,2025-04-30,Firenze,,6.0
10215,1091,Tostapane,Casa,4,497.46,2025-06-24,Bologna,Carta,33.0
10216,1142,Joystick,Gaming,2,211.91,2025-01-07,Bari,Contrassegno,35.0
10217,1100,Giacca,Abbigliamento,2,376.11,2025-03-16,Napoli,Contrassegno,24.0
10218,1093,Aspirapolvere,Casa,8,412.48,2025-12-03,Bologna,Contrassegno,31.0
10219,1095,Laptop,Elettronica,6,472.5,2025-07-24,Bari,PayPal,4.0
10220,1083,Manubri,Sport,7,369.07,2025-05-06,Bari,Bonifico,36.0
10221,1068,Romanzo,Libri,2,193.22,2025-04-11,Roma,PayPal,4.0
10222,1064,Manuale Python,Libri,9,467.41,2025-10-05,Firenze,Carta,10.0
10223,1008,Smartphone,Elettronica,3,231.16,2025-09-04,Napoli,PayPal,6.0
10224,1085,Cuffie Gaming,Gaming,8,377.52,2025-08-15,Roma,Carta,7.0
10225,1192,Thriller,Libri,1,160.69,2025-07-13,Bari,Carta,17.0
10226,1054,Jeans,Abbigliamento,1,480.75,2025-04-25,Napoli,Bonifico,6.0
10227,1015,Tostapane,Casa,8,138.03,2025-06-14,Palermo,Bonifico,38.0
10228,1081,Lampada,Casa,7,737.19,2025-10-22,Bologna,Carta,18.0
10229,1122,Giacca,Abbigliamento,10,178.82,2025-12-26,Milano,Carta,18.0
10230,1001,Smartphone,Elettronica,7,915.84,2025-07-29,Torino,Bonifico,29.0
10231,1168,Tablet,Elettronica,1,610.78,2025-09-21,Milano,Carta,24.0
10232,1129,Felpa,Abbigliamento,4,80.77,2025-01-26,Firenze,Bonifico,12.0
10233,1007,Cuffie Gaming,Gaming,5,877.15,2025-04-02,Bologna,Carta,23.0
10234,1112,Thriller,Libri,5,221.65,2025-09-26,Milano,,0.0
10235,1065,Cuffie Gaming,Gaming,9,146.64,2025-02-25,Napoli,Contrassegno,3.0
10236,1199,Tostapane,Casa,8,870.9,2025-12-31,,Bonifico,36.0
10237,1081,Jeans,Abbigliamento,9,523.23,2025-12-13,Milano,PayPal,22.0
10238,1134,Felpa,Abbigliamento,7,340.71,2025-08-13,Bologna,Bonifico,40.0
10239,1076,Lampada,Casa,8,485.78,2025-12-03,Bari,Carta,21.0
10240,1027,Monitor,Elettronica,10,8.32,2025-09-25,Napoli,PayPal,11.0
10241,1159,Joystick,Gaming,9,935.86,2025-06-23,Torino,PayPal,15.0
10242,1009,Tostapane,Casa,1,773.12,2025-04-01,Roma,Contrassegno,25.0
10243,1166,Console,Gaming,4,621.04,2025-03-25,Roma,Contrassegno,29.0
10244,1153,Romanzo,Libri,2,216.38,2025-12-25,Firenze,Contrassegno,39.0
10245,1061,Thriller,Libri,6,72.25,2025-02-17,Milano,Carta,5.0
10246,1092,Manubri,Sport,2,582.29,2025-11-11,Palermo,Contrassegno,6.0
10247,1071,Jeans,Abbigliamento,2,250.13,2025-10-19,Milano,Contrassegno,2.0
10248,1110,Console,Gaming,9,564.13,2025-04-05,Roma,PayPal,32.0
10249,1098,Bicicletta,Sport,9,648.7,2025-02-17,Bologna,Bonifico,34.0
10250,1168,Monitor,Elettronica,2,134.39,2025-10-11,Roma,Bonifico,9.0
10251,1057,Felpa,Abbigliamento,6,818.96,2025-05-10,Palermo,Contrassegno,11.0
10252,1144,Bicicletta,Sport,7,980.29,2025-06-07,Bari,Bonifico,6.0
10253,1197,Cuffie Gaming,Gaming,1,151.85,2025-08-13,Torino,Carta,0.0
10254,1064,Lampada,Casa,3,611.0,2025-07-27,Milano,Bonifico,27.0
10255,1044,Thriller,Libri,7,659.04,2025-09-28,Bari,,8.0
10256,1159,Romanzo,Libri,3,217.79,2025-12-24,Roma,Carta,26.0
10257,1154,Lampada,Casa,6,754.76,2025-02-13,Bari,Carta,28.0
10258,1095,Bicicletta,Sport,9,192.51,2025-11-24,Roma,PayPal,39.0
10259,1111,Joystick,Gaming,7,80.03,2025-03-04,Roma,Carta,20.0
10260,1199,Romanzo,Libri,6,866.93,2025-07-31,Torino,Carta,2.0
10261,1020,Thriller,Libri,8,343.23,2025-09-21,Milano,Bonifico,32.0
10262,1186,Monitor,Elettronica,1,721.87,2025-06-13,Napoli,Bonifico,24.0
10263,1066,Manubri,Sport,10,816.9,2025-03-04,Roma,Contrassegno,17.0
10264,1018,Lampada,Casa,4,692.03,2025-04-21,Roma,Carta,8.0
10265,1183,Tapis Roulant,Sport,1,979.75,2025-11-28,Bari,,6.0
10266,1166,Cuffie Gaming,Gaming,6,747.57,2025-06-30,Milano,Bonifico,34.0
10267,1032,Lampada,Casa,3,73.41,2025-10-06,Napoli,Bonifico,8.0
10268,1067,Lampada,Casa,1,919.86,2025-03-20,Napoli,PayPal,8.0
10269,1181,Aspirapolvere,Casa,6,166.04,2025-04-16,Bologna,Contrassegno,39.0
10270,1070,Felpa,Abbigliamento,4,852.53,2025-03-09,Roma,PayPal,6.0
10271,1069,Giacca,Abbigliamento,2,993.6,2025-11-01,Bologna,Contrassegno,12.0
10272,1014,Aspirapolvere,Casa,5,321.37,2025-04-23,Bari,Carta,35.0
10273,1045,Manuale Python,Libri,3,933.83,2025-11-19,Bologna,Carta,40.0
10274,1030,Thriller,Libri,7,581.86,2025-03-25,Palermo,PayPal,14.0
10275,1063,Giacca,Abbigliamento,2,715.95,2025-08-06,Napoli,Bonifico,28.0
10276,1126,Joystick,Gaming,10,71.88,2025-11-01,Bologna,PayPal,19.0
10277,1083,Thriller,Libri,1,459.31,2025-01-27,Roma,Carta,27.0
10278,1184,Tapis Roulant,Sport,5,910.92,2025-08-19,,PayPal,14.0
10279,1162,Aspirapolvere,Casa,4,192.93,2025-09-02,Bologna,PayPal,38.0
10280,1011,Lampada,Casa,1,433.7,2025-08-24,Napoli,Contrassegno,3.0
10281,1072,Lampada,Casa,4,643.03,2025-07-01,,PayPal,24.0
10282,1113,Thriller,Libri,2,758.8,2025-01-01,Torino,Bonifico,39.0
10283,1064,Laptop,Elettronica,7,104.85,2025-06-26,Milano,Carta,27.0
10284,1111,Manubri,Sport,6,560.85,2025-05-16,Palermo,Contrassegno,6.0
10285,1160,Console,Gaming,6,856.95,2025-05-07,Bari,Bonifico,5.0
10286,1132,Bicicletta,Sport,1,783.12,2025-03-18,Milano,Contrassegno,-10.0
10287,1011,Aspirapolvere,Casa,4,505.01,2025-10-19,Firenze,Bonifico,6.0
10288,1111,Manuale Python,Libri,9,182.59,2025-06-19,Napoli,PayPal,5.0
10289,1106,Console,Gaming,2,230.44,2025-01-09,Bologna,Contrassegno,13.0
10290,1032,Tostapane,Casa,9,642.96,2025-08-29,Torino,Contrassegno,29.0
10291,1112,Tostapane,Casa,1,902.88,2025-03-21,Napoli,PayPal,27.0
10292,1036,Lampada,Casa,6,0.0,2025-04-07,Roma,Bonifico,22.0
10293,1128,Aspirapolvere,Casa,6,308.44,2025-05-21,Bologna,Bonifico,13.0
10294,1093,Tostapane,Casa,2,578.85,2025-05-11,Roma,,34.0
10295,1000,Jeans,Abbigliamento,2,383.06,2025-03-01,Milano,Contrassegno,13.0
10296,1166,Giacca,Abbigliamento,4,959.38,2025-01-01,Bologna,Bonifico,35.0
10297,1147,Console,Gaming,10,560.75,2025-11-07,Napoli,PayPal,23.0
10298,1161,Bicicletta,Sport,2,699.94,2025-02-09,Firenze,PayPal,34.0
10299,1163,Tapis Roulant,Sport,2,576.31,2025-03-26,Torino,Bonifico,
10300,1193,Joystick,Gaming,10,70.26,2025-08-22,,PayPal,33.0
10301,1064,Joystick,Gaming,6,42.73,2025-10-18,Bologna,Carta,21.0
10302,1018,Tostapane,Casa,10,699.9,2025-09-05,Milano,Contrassegno,5.0
10303,1077,Tostapane,Casa,5,855.93,2025-09-12,Bari,,7.0
10304,1119,Thriller,Libri,6,62.47,2025-01-12,Bari,PayPal,38.0
10305,1137,Giacca,Abbigliamento,9,732.96,2025-03-18,Torino,Contrassegno,39.0
10306,1103,Giacca,Abbigliamento,8,444.31,2025-11-03,Bari,Carta,11.0
10307,1017,Laptop,Elettronica,5,447.59,2025-08-13,Milano,Bonifico,
10308,1040,Felpa,Abbigliamento,2,446.56,2025-07-19,Firenze,Bonifico,35.0
10309,1180,Console,Gaming,2,678.21,2025-03-07,Torino,PayPal,4.0
10310,1148,Tapis Roulant,Sport,9,502.83,2025-10-21,Napoli,Contrassegno,10.0
10311,1153,Giacca,Abbigliamento,2,244.37,2025-07-04,Firenze,Contrassegno,34.0
10312,1199,Lampada,Casa,8,620.84,2025-08-31,Bari,Bonifico,15.0
10313,1149,Romanzo,Libri,5,294.95,2025-01-20,,Bonifico,11.0
10314,1084,Smartphone,Elettronica,1,453.97,2025-05-26,Roma,Bonifico,32.0
10315,1173,Aspirapolvere,Casa,2,563.92,2025-02-25,Palermo,,18.0
10316,1028,Felpa,Abbigliamento,4,427.92,2025-05-31,Torino,PayPal,6.0
10317,1143,Tostapane,Casa,5,508.19,2025-07-11,Palermo,Contrassegno,34.0
10318,1118,Lampada,Casa,8,742.69,2025-11-12,Roma,Contrassegno,27.0
